time (s),decision_0_vs_1 (V),decision_0_vs_2 (V),decision_0_vs_3 (V),decision_0_vs_4 (V),decision_0_vs_5 (V),decision_0_vs_6 (V),decision_0_vs_7 (V),decision_0_vs_8 (V),decision_0_vs_9 (V),decision_1_vs_2 (V),decision_1_vs_3 (V),decision_1_vs_4 (V),decision_1_vs_5 (V),decision_1_vs_6 (V),decision_1_vs_7 (V),decision_1_vs_8 (V),decision_1_vs_9 (V),decision_2_vs_3 (V),decision_2_vs_4 (V),decision_2_vs_5 (V),decision_2_vs_6 (V),decision_2_vs_7 (V),decision_2_vs_8 (V),decision_2_vs_9 (V),decision_3_vs_4 (V),decision_3_vs_5 (V),decision_3_vs_6 (V),decision_3_vs_7 (V),decision_3_vs_8 (V),decision_3_vs_9 (V),decision_4_vs_5 (V),decision_4_vs_6 (V),decision_4_vs_7 (V),decision_4_vs_8 (V),decision_4_vs_9 (V),decision_5_vs_6 (V),decision_5_vs_7 (V),decision_5_vs_8 (V),decision_5_vs_9 (V),decision_6_vs_7 (V),decision_6_vs_8 (V),decision_6_vs_9 (V),decision_7_vs_8 (V),decision_7_vs_9 (V),decision_8_vs_9 (V)
24.22E-6,449.2E-6,3.884E-3,3.000,2.998,3.001,3.453E-3,2.999,2.999,3.001,-17.64E-3,2.998,2.990,2.997,2.858E-3,3.001,-11.97E-3,2.985,3.001,2.997,3.000,1.363E-3,2.987,2.994,2.985,7.536E-3,2.999,325.9E-6,2.986,2.999,3.001,998.2E-6,-598.1E-6,3.001,3.002,3.000,2.988E-3,2.990,2.997,3.000,3.000,2.994,3.002,6.071E-3,2.448E-3,2.987
24.22E-6,5.019E-3,2.998,3.001,2.999,2.998,3.000,3.002,2.998,2.999,3.648E-3,2.999,3.001,2.999,8.061E-3,3.001,2.997,2.999,3.002,3.000,2.999,-1.496E-3,2.993,2.995,3.001,2.998,5.678E-3,3.714E-3,3.046,3.000,2.986,433.8E-6,426.6E-6,2.999,207.3E-6,2.998,-1.316E-3,2.991,2.992,3.001,3.002,2.993,2.999,3.177E-3,3.000,2.987
24.23E-6,891.2E-3,-9.810E-3,3.000,2.998,2.998,3.000,3.000,2.998,2.999,3.000,3.003,3.001,2.999,2.992,3.002,3.001,2.997,2.999,3.001,2.998,-807.7E-6,1.615E-3,3.002,2.993,630.2E-6,6.381E-3,616.0E-6,-548.6E-6,2.999,13.63E-3,2.993,-708.8E-6,1.543E-3,3.000,2.999,5.476E-3,1.147E-3,2.998,2.105E-3,2.999,2.999,3.000,2.998,2.998,-29.03E-3
24.23E-6,1.541E-3,2.999,2.999,2.999,2.998,3.001,2.999,2.999,2.993,2.997,2.990,2.994,3.000,2.994,3.001,2.994,1.192E-3,1.396E-3,587.6E-6,21.33E-6,-1.065E-3,988.3E-6,-521.6E-6,-1.370E-3,2.997,-268.6E-6,3.001,2.982,2.998,2.827E-3,1.069E-3,2.998,890.2E-6,3.001,-7.014E-3,3.000,1.289E-3,3.001,2.991,403.0E-6,884.1E-6,799.1E-6,2.999,2.998,-240.3E-6
24.24E-6,3.000,2.999,3.001,2.877,3.004,3.003,2.998,3.001,2.998,2.630E-3,22.16E-3,12.40E-3,-4.268E-3,10.28E-3,6.956E-3,6.959E-3,21.30E-3,3.002,17.15E-3,2.999,358.4E-3,5.449E-3,2.987,3.927E-3,8.926E-3,2.997,775.3E-6,-6.767E-3,2.980,-11.03E-3,2.999,2.996,3.000,2.997,2.999,11.97E-3,-1.664E-3,2.999,914.0E-6,1.797E-3,2.984,-8.260E-3,3.002,2.999,14.54E-3
24.24E-6,2.858,-70.65E-6,3.002,-2.636E-3,3.000,8.448E-3,9.469E-3,3.003,2.998,2.999,3.000,2.998,2.999,-9.629E-3,3.002,3.001,2.990,3.002,2.999,2.645,2.998,1.254E-3,3.000,2.998,-607.8E-6,2.998,-2.292E-3,1.492E-3,2.999,2.999,2.996,-4.100E-3,3.000,3.002,2.999,7.915E-3,82.27E-3,227.4E-3,2.997,2.998,2.998,3.000,193.8E-6,3.168,2.722E-3
24.24E-6,2.998,2.998,2.999,2.999,2.999,2.999,2.999,2.999,2.999,2.134E-3,4.801E-3,908.8E-6,3.416E-3,4.718E-3,36.85E-6,2.354E-3,62.37E-6,2.999,-290.7E-6,2.999,5.967E-3,1.442E-3,2.995,2.800E-3,813.0E-6,2.999,65.07E-6,3.368E-3,2.992,2.870E-3,3.000,2.999,2.998,3.000,2.998,4.655E-3,1.023E-3,3.560E-3,2.890,4.344E-3,2.999,2.999,2.999,2.995,2.418E-3
24.25E-6,2.994,2.998,3.001,7.163E-3,2.998,2.999,4.804E-3,2.999,1.245E-3,2.999,3.001,-809.8E-6,2.999,433.8E-3,3.000,2.999,2.997,3.001,-611.0E-6,3.935E-3,-1.057E-3,1.010E-3,-121.4E-6,1.192E-3,-580.5E-6,2.508E-3,-1.081E-3,5.232E-3,4.696E-3,321.9E-6,3.000,2.999,3.001,3.001,2.994,1.844E-3,1.316E-3,2.994,1.250E-3,2.999,3.000,2.995,2.999,-2.060E-3,1.038E-3
24.25E-6,1.765E-3,-1.217E-3,555.3E-6,103.2E-6,5.491E-3,1.739E-3,1.514E-3,765.8E-6,1.830E-3,2.998,2.998,2.999,2.999,2.999,2.995,3.000,2.999,1.071E-3,697.3E-6,2.998,660.9E-6,1.579E-3,274.9E-6,1.430E-3,576.7E-6,2.998,3.061E-3,-899.6E-6,13.75E-3,2.853,3.000,2.999,2.998,2.999,2.999,1.146E-3,1.648E-3,1.646E-3,1.158E-3,621.3E-6,1.268E-3,2.999,2.998,2.995,1.520E-3
24.26E-6,3.000,2.998,2.999,2.999,2.999,3.001,2.998,2.998,2.998,21.29E-3,16.48E-3,19.93E-3,1.873E-3,3.952E-3,514.1E-6,8.522E-3,3.911E-3,3.001,-1.635E-3,345.5E-6,3.432E-3,439.2E-3,2.993,410.8E-6,682.2E-6,-981.6E-6,732.7E-6,-1.629E-3,2.998,6.202E-3,-24.04E-3,2.999,2.999,2.998,2.998,18.23E-3,1.473E-3,2.996,2.989,2.998,2.984,2.999,2.999,2.999,335.4E-6
24.26E-6,3.000,3.003,3.004,29.46E-3,3.003,2.983,26.81E-3,3.003,-3.006E-3,2.990,3.018,-1.031E-3,749.4E-3,3.017,-8.980E-3,2.991,11.36E-3,425.2E-6,-4.601E-3,-4.389E-3,9.128E-3,-4.874E-3,26.06E-3,-314.0E-6,-1.033E-3,11.91E-3,1.580E-3,16.50E-3,3.001,31.85E-3,3.001,3.004,1.086E-3,3.005,2.996,2.994,-3.487E-3,2.985,-2.982E-3,10.65E-3,2.990,-2.355E-3,3.004,3.002,894.4E-6
24.26E-6,2.995,2.998,3.003,2.999,2.998,3.001,3.003,2.998,2.999,2.999,3.001,2.999,3.004,3.011,2.989,2.987,2.985,3.000,-1.243E-3,3.000,4.889E-3,1.171E-3,2.992,1.345,-3.431E-3,-14.44E-3,-3.368E-3,13.75E-3,2.971E-3,6.359E-3,2.979,2.579E-3,3.000,3.001,3.001,-3.975E-3,-89.53E-6,2.988,4.513E-3,3.000,3.002,2.999,3.000,2.999,7.118E-3
24.27E-6,792.4E-6,15.30E-3,576.0E-6,3.000,2.998,2.998,2.992,21.47E-3,3.000,2.998,3.003,2.999,2.999,3.003,3.001,3.003,3.003,3.001,3.003,12.13E-3,2.999,2.984,3.003,3.001,3.003,2.991,-15.43E-3,3.000,2.939,3.002,280.9E-6,-316.9E-6,-2.273E-3,-411.9E-6,2.409E-3,1.087E-3,2.985,3.003,3.002,3.001,4.684E-3,3.001,2.999,3.002,3.003
24.27E-6,115.3E-6,10.31E-3,2.994,3.019,3.000,-66.74E-3,86.58E-3,3.000,1.832E-3,2.999,3.000,2.999,2.998,3.006,2.139,3.000,2.997,2.993,1.794E-3,3.000,2.669,873.5E-6,2.994,2.998,2.205E-3,3.000,1.560E-3,10.75E-3,-13.43E-3,609.4E-3,2.997,2.999,1.662E-3,3.001,3.000,3.307E-3,-811.1E-6,952.9E-6,317.9E-6,2.998,2.998,2.999,3.001,2.999,-26.30E-6
24.28E-6,-6.404E-3,3.005,1.090E-3,3.006,3.004,2.969,3.001,47.00E-3,3.001,2.971,3.003,3.004,3.003,2.917,3.007,3.003,3.004,-10.97E-3,6.417E-3,-2.875E-3,2.984,33.77E-3,24.00E-3,23.60E-3,2.994,3.002,3.000,2.993,3.005,2.986,-6.263E-3,3.007,-7.714E-3,610.1E-6,71.16E-3,2.957,2.957,2.973,2.993,-6.665E-3,-4.568E-3,-7.160E-3,2.997,2.997,55.27E-3
24.28E-6,92.50E-6,1.959E-3,2.995,2.999,3.002,-152.4E-6,3.006,2.998,3.006,2.985,3.003,3.001,3.005,26.56E-3,3.006,3.001,2.986,3.005,3.006,3.001,4.681E-3,2.967,2.993,2.994,2.995,2.998,-5.956E-3,2.991,-45.87E-3,2.974,2.012E-3,-6.550E-3,2.999,-151.4E-3,3.000,-3.666E-3,3.006,3.001,3.003,3.002,3.006,3.000,1.389E-3,3.557E-3,2.979
24.28E-6,756.4E-6,2.998,3.000,2.999,2.999,3.001,35.79E-3,2.999,2.999,2.991,3.001,2.982,3.003,2.996,2.993,3.004,11.70E-3,3.444E-3,245.6E-6,-15.09E-3,805.8E-3,-579.3E-6,2.996,486.9E-6,-997.0E-6,2.999,2.999,3.158E-3,3.000,45.19E-6,2.999,2.999,-349.4E-6,3.002,2.999,-345.5E-6,271.2E-6,2.997,-288.5E-6,607.7E-6,2.990,-160.0E-6,2.999,2.999,-2.624E-3
24.29E-6,-1.513E-3,2.998,3.004,2.999,2.999,2.992,3.003,3.001,2.999,2.999,3.002,3.000,3.003,3.014,3.000,3.004,3.000,3.003,3.397E-3,2.998,419.5E-3,485.4E-6,2.994,2.993,457.9E-6,3.000,-3.835E-3,21.53E-3,5.519E-3,-6.694E-3,3.010,-234.6E-6,-1.330E-3,3.004,3.000,-5.312E-3,710.5E-6,3.452E-3,-2.614E-3,-6.293E-3,2.991,3.002,3.001,3.001,8.973E-3
24.29E-6,3.442E-3,-5.331E-3,-2.056E-3,-5.457E-3,-4.662E-3,2.983E-3,499.8E-6,-5.879E-3,790.9E-6,3.002,3.001,2.997,3.008,3.007,3.009,3.003,3.000,1.384E-3,-2.001E-3,2.997,22.54E-3,1.962E-3,-6.044E-3,-610.7E-6,13.11E-3,3.002,3.001,-550.1E-6,2.997,3.001,3.006,2.999,98.85E-3,3.003,2.998,796.0E-6,-521.8E-6,-289.2E-6,-1.862E-3,-2.866E-3,-862.9E-6,20.08E-3,2.999,3.001,701.4E-6
24.30E-6,3.001,2.998,2.999,2.999,2.999,3.002,2.997,2.999,2.998,8.998E-3,11.78E-3,13.07E-3,6.057E-3,846.9E-6,7.690E-3,7.143E-3,9.345E-3,3.002,-1.568E-3,-243.2E-6,-2.468E-3,2.961,2.990,2.423E-3,789.8E-6,-811.2E-6,641.5E-6,-8.090E-3,2.994,7.196E-3,877.7E-6,2.999,2.999,2.997,2.998,10.27E-3,-178.6E-3,2.997,2.993,2.998,2.996,2.999,3.000,2.999,8.634E-3
24.30E-6,3.000,3.000,3.004,3.057,3.000,3.000,648.1E-6,2.999,16.62E-3,2.999,2.982,13.75E-3,8.222E-3,3.011,3.004,2.999,-252.8E-6,-232.6E-6,-4.100E-3,-1.011E-3,1.379E-3,-851.2E-6,3.044E-3,-3.838E-3,-3.188E-3,-3.347E-3,-769.9E-6,14.47E-3,-1.328E-3,-1.262E-3,2.990,3.001,1.096E-3,3.003,3.001,2.999,139.3E-6,3.001,719.4E-6,2.999,3.001,-2.473E-3,3.000,2.998,-3.947E-3
24.30E-6,1.037E-3,2.595,3.000,8.291E-3,2.999,2.999,2.998,2.999,2.999,2.999,2.999,2.999,3.000,3.012,3.001,3.001,3.000,2.999,2.999,2.998,31.19E-3,973.5E-6,3.000,2.996,84.87E-6,909.0E-3,-704.3E-6,1.841E-3,-826.6E-6,-677.8E-6,3.001,2.999,2.999,3.000,2.999,259.4E-6,767.5E-6,986.6E-6,-982.1E-6,3.000,3.000,3.000,2.999,2.999,510.2E-6
24.31E-6,2.513E-3,9.219E-3,1.042E-3,2.999,2.999,2.988,3.003,-22.98E-3,2.999,2.998,2.999,2.999,2.998,3.000,3.000,3.003,3.001,543.3E-6,3.004,1.667E-3,-14.03E-3,3.014,951.4E-6,3.003,3.003,2.998,2.999,3.000,2.999,3.001,589.8E-6,-4.121E-3,-751.5E-6,-195.9E-6,-2.870E-3,2.988,3.000,2.995,3.001,3.002,988.3E-6,3.000,2.999,3.001,3.003
24.31E-6,-4.408E-3,2.999,-10.56E-3,-27.41E-3,3.004,-974.6E-6,81.93E-3,3.003,2.991E-3,2.997,2.998,2.999,2.994,2.997,-326.2E-6,2.993,1.601E-3,1.044E-3,4.385E-3,3.004,20.49E-3,1.185E-3,2.991,499.1E-6,12.11E-3,3.003,2.999,18.00E-3,2.998,10.63E-3,2.987,3.000,-486.7E-6,3.003,3.003,-199.0E-6,-3.916E-3,8.883E-3,3.682E-3,15.85E-3,2.998,-32.68E-3,3.005,3.002,-3.644E-3
24.32E-6,122.4E-6,2.997,-159.6E-6,3.002,3.001,3.006,3.000,2.999,2.998,2.978,3.000,2.981,3.000,2.977,3.004,3.003,3.000,-3.282E-3,3.001,3.041,3.001,-443.2E-6,18.37E-3,-15.33E-3,3.004,3.002,3.004,2.136,3.003,2.982,-273.3E-6,3.001,-4.654E-3,55.87E-6,24.78E-3,3.005,-771.2E-6,1.177E-3,27.90E-3,-5.756E-3,-5.190E-3,-7.061E-3,3.005,3.004,14.27E-3
24.32E-6,2.991,6.097E-3,2.984,3.000,3.001,167.3E-6,2.998,2.999,3.002,3.057,3.000,2.982,2.999,2.644E-3,3.002,3.000,2.985,3.000,3.001,3.000,-35.20E-3,2.982,2.989,2.994,2.999,2.999,-1.260E-3,2.998,2.999,2.981,162.7E-6,-1.165E-3,3.000,1.070E-3,2.999,6.292E-3,2.994,2.998,3.001,2.999,3.002,3.000,1.373E-3,20.68E-3,2.985
24.32E-6,1.000E-3,2.999,1.412E-3,2.999,2.999,2.990,2.999,3.000,2.998,2.984,3.001,2.997,3.001,2.946,3.002,3.003,2.992,-3.039E-3,817.8E-6,2.999,2.993,-1.392E-3,2.418,562.9E-6,8.115E-3,3.000,2.999,7.641E-3,3.000,25.60E-3,2.975,3.000,-354.4E-6,3.002,27.13E-3,777.0E-6,-360.7E-6,2.993,7.579E-3,126.7E-6,3.022,575.3E-6,3.000,3.001,-1.162E-3
24.33E-6,1.786E-3,2.999,2.999,2.998,2.998,528.7E-3,2.999,2.998,2.998,3.000,2.999,2.999,2.999,2.993,2.999,3.001,3.002,3.000,-4.234E-3,2.998,973.8E-6,934.0E-6,3.001,3.001,-1.819E-3,2.998,-1.265E-3,8.541E-3,636.0E-6,2.999,2.996,-228.7E-6,13.48E-6,3.001,2.999,-1.162E-3,473.5E-6,-661.4E-6,2.730E-3,2.999,3.000,2.999,2.999,3.000,-197.4E-6
24.33E-6,-5.553E-3,7.107E-3,-5.283E-3,34.42E-3,35.56E-3,-4.188E-3,12.42E-3,2.325E-3,-5.524E-3,2.995,2.975,2.997,2.977,3.000,2.976,2.974,2.997,-4.348E-3,32.27E-3,3.004,3.002,-3.524E-3,31.30E-3,2.205E-3,29.74E-3,3.005,2.985,28.68E-3,3.002,3.001,2.990,2.998,3.000,2.992,3.001,2.373E-3,5.714E-3,-3.242E-3,447.5E-6,29.29E-3,2.345E-3,-89.71E-3,3.004,3.001,3.103E-3
24.34E-6,3.000,2.999,2.999,1.862E-3,2.999,3.000,2.998,3.000,2.998,5.699E-3,6.890E-3,14.31E-3,12.44E-3,11.71E-3,909.3E-6,6.486E-3,7.086E-3,2.994,1.773E-3,2.088E-3,48.94E-3,1.197E-3,2.997,3.655E-3,711.4E-6,2.999,1.147E-3,10.90E-3,3.000,11.37E-3,3.000,3.000,2.999,3.000,2.998,-1.581E-3,490.0E-6,2.989,872.0E-6,11.43E-3,2.991,2.999,3.000,2.999,5.178E-3
24.34E-6,2.998,2.999,3.002,-16.00E-3,2.998,231.6E-3,-3.218E-3,2.998,-1.345E-3,2.985,2.967,29.40E-3,3.004,280.2E-3,3.037,2.985,117.2E-6,-3.237E-3,-2.733E-3,-3.732E-3,-5.803E-3,-103.0E-6,2.861E-3,-4.477E-3,-5.201E-3,27.61E-3,-1.559E-3,-4.677E-3,2.999,9.675E-3,3.001,3.000,1.258E-3,3.006,3.002,-1.068E-3,1.188E-3,2.992,-1.519E-3,2.999,3.006,5.059E-3,3.000,2.998,-4.433E-3
24.34E-6,2.999,2.997,3.000,2.997,2.997,2.983,3.000,2.998,2.999,3.001,3.001,2.996,3.005,3.001,3.004,3.003,2.985,3.001,-860.8E-6,3.000,-7.053E-3,682.4E-6,2.979,573.1E-6,-7.258E-3,3.393E-3,-1.413E-3,-2.793E-3,-5.268E-3,-6.827E-3,3.005,19.47E-3,3.001,3.007,3.001,-7.913E-3,-187.3E-6,2.976,-4.093E-3,3.000,3.005,2.999,2.999,2.999,-2.629E-3
24.35E-6,2.247E-3,12.75E-3,538.3E-6,3.000,2.998,2.996,3.001,-15.55E-3,2.999,2.998,2.999,2.998,2.998,3.000,3.000,3.003,3.000,2.968,3.004,9.366E-3,3.004,2.991,3.005,3.003,3.003,2.998,3.011,2.999,3.000,3.001,1.192E-3,-3.991E-3,-3.228E-3,-388.3E-6,-2.085E-3,777.5E-6,2.998,2.987,3.001,3.000,2.200,2.999,2.999,3.004,3.001
24.35E-6,2.999,2.998,-37.12E-3,-53.12E-3,3.002,2.992,117.8E-3,217.5E-3,6.205E-3,2.999,-19.79E-3,2.983,2.983,3.033,2.982,2.988,4.812E-3,-2.881E-3,2.997,3.002,2.999,-1.362E-3,2.992,4.405E-3,2.999,2.997,2.998,2.999,3.002,2.997,2.988,199.3E-3,-18.70E-3,2.980,-19.93E-3,531.8E-6,-2.816E-3,4.443E-3,8.131E-3,6.471E-3,2.630E-3,2.880E-3,3.003,3.001,478.6E-6
24.36E-6,-543.0E-6,2.999,450.7E-6,3.002,2.998,3.004,2.999,2.999,3.001,2.998,3.001,3.004,3.002,2.974,3.002,3.002,3.001,-1.806E-3,18.40E-3,-9.137E-3,3.001,-3.813E-3,81.17E-6,3.025E-3,3.000,3.000,3.003,82.10E-3,3.001,2.978,-267.3E-6,3.001,-4.739E-3,2.991,-14.11E-3,3.003,378.6E-6,1.121E-3,2.997,-1.306E-3,-1.365E-3,-1.404E-3,3.002,3.004,4.759E-3
24.36E-6,2.037E-3,2.999,3.001,2.999,3.000,908.4E-6,3.002,2.998,3.001,3.190,2.999,3.001,3.000,21.77E-3,3.001,2.999,2.997,3.003,3.000,3.000,-626.0E-6,2.989,2.989,2.996,2.991,2.999,-328.4E-6,3.000,8.705E-3,2.982,1.846E-3,-2.511E-3,2.998,3.036,2.999,-930.9E-6,3.003,3.000,3.000,2.999,3.002,2.999,-3.088E-3,2.513E-3,2.993
24.36E-6,1.894E-3,2.999,2.999,2.998,2.998,2.999,-631.4E-6,2.998,336.1E-6,2.999,3.000,143.8E-3,2.999,2.998,3.002,3.001,2.998,2.998,2.995,2.998,8.321E-3,1.517E-3,2.999,3.002,344.0E-6,2.998,6.695E-3,-2.013E-3,2.999,471.9E-6,2.990,1.212E-3,1.367E-3,3.000,2.999,-367.9E-6,1.528E-3,2.997,-1.766E-3,2.985,3.000,3.000,2.998,3.000,837.7E-6
24.37E-6,-4.265E-3,2.998,2.998,800.7E-3,3.002,385.2E-6,3.000,3.002,3.000,2.977,3.003,2.997,3.004,3.012,2.999,2.995,2.981,15.40E-3,11.37E-3,3.003,22.54E-3,2.255E-3,2.970,2.947,7.260E-3,3.003,-376.1E-6,26.79E-3,15.38E-3,23.58E-3,2.970,19.39E-3,4.822E-3,3.002,3.001,2.883E-3,-896.1E-6,17.45E-3,29.89E-3,2.998,2.998,3.002,3.003,2.997,-990.3E-6
24.37E-6,3.006,3.005,3.006,2.999,3.002,3.005,3.002,3.004,3.001,-21.38E-3,21.43E-3,25.42E-3,24.92E-3,6.093E-3,24.70E-3,26.23E-3,34.35E-3,3.023,14.08E-3,-5.052E-3,26.80E-3,2.981,3.030,18.01E-3,3.092E-3,26.88E-3,-1.013E-3,2.999,8.116E-3,13.89E-3,1.138E-3,2.999,3.002,2.990,2.997,7.961E-3,2.990,2.978,2.971,2.999,2.987,3.002,3.011,2.419E-3,-10.48E-3
24.38E-6,2.994,2.999,3.001,25.91E-3,2.999,-2.152E-3,7.318E-3,2.999,258.0E-6,2.999,2.979,32.73E-3,3.008,8.320E-3,2.988,2.996,1.052E-3,242.6E-6,-4.152E-3,82.79E-6,-3.356E-3,-364.7E-6,3.466E-3,-3.223E-3,-3.807E-3,17.94E-3,376.0E-6,10.52E-3,3.000,31.75E-3,3.000,3.000,2.995,3.004,3.000,-1.368E-3,-139.1E-6,3.002,66.34E-6,2.999,3.003,-27.78E-3,3.000,2.999,-3.553E-3
24.38E-6,-2.297E-3,3.000,3.001,3.002,3.003,2.999,3.081,3.001,3.000,2.995,2.998,2.989,3.000,3.009,2.991,3.003,2.999,117.7E-6,2.567E-3,5.418E-3,3.002,-2.799E-3,3.002,22.30E-3,2.985,3.001,3.005,22.72E-3,3.002,3.029,-770.6E-6,3.003,-5.008E-3,2.579,-20.40E-3,3.001,585.9E-6,2.997,3.001,-2.698E-3,-3.082E-3,-4.408E-3,3.002,3.004,4.898E-3
24.38E-6,3.002,2.999,3.000,37.08E-3,3.001,1.022E-3,-1.265E-3,2.997,2.638E-3,1.076E-3,-7.000E-3,3.000,3.005,20.48E-3,5.069E-3,-6.563E-3,5.357E-3,659.5E-6,-4.150E-3,3.003,10.80E-3,791.5E-6,2.999,-2.969E-3,-8.797E-3,3.002,-582.7E-6,9.770E-3,3.000,3.009,3.001,2.999,-6.359E-3,2.999,2.998,-1.842E-3,-2.689E-3,-2.964E-3,-3.992E-3,15.37E-3,2.991,13.09E-3,3.001,3.000,-1.993E-3
24.39E-6,2.999,2.998,3.002,2.998,2.998,2.999,3.001,2.998,2.998,-2.651E-3,3.005,2.089E-3,3.002,2.988,2.911,3.003,2.975,3.000,-1.024E-3,2.999,1.380E-3,3.028,2.999,2.991,-3.906E-3,23.32E-3,-4.053E-3,16.11E-3,-1.046E-3,20.24E-3,3.002,-2.925E-3,2.999,3.004,2.999,2.194E-3,-68.50E-6,1.948,-916.0E-6,2.999,3.004,2.999,2.999,2.999,946.7E-6
24.39E-6,2.410E-3,-3.828E-3,-594.6E-6,-4.162E-3,1.108E-3,1.672E-3,-75.55E-6,-1.664E-3,1.150E-3,3.001,2.999,2.998,3.004,3.000,2.980,3.003,3.001,-59.39E-6,-860.5E-6,2.998,12.01E-3,1.640E-3,-178.6E-6,1.477E-3,-1.006E-3,2.999,176.8E-6,716.0E-6,2.999,-55.89E-3,3.004,2.998,2.998,3.001,2.999,-186.0E-6,-777.1E-6,-2.137E-3,-3.604E-3,2.999,2.994,3.000,2.999,2.999,752.6E-6
24.40E-6,2.999,2.998,2.999,2.998,2.999,2.874,2.998,2.998,2.999,1.859E-3,-1.108E-3,2.995,763.3E-6,9.513E-3,2.999,10.12E-3,2.997,3.000,2.999,2.999,-201.7E-6,2.995,2.988,2.996,2.999,-2.292E-3,1.172E-3,3.000,2.999,2.985,1.297E-3,-810.9E-6,2.998,2.997,2.999,-521.0E-6,3.001,3.000,3.001,2.998,3.001,2.999,-1.325E-3,1.632E-3,2.998
24.40E-6,1.851E-3,-3.059E-3,-328.0E-6,-3.414E-3,6.358E-3,1.559E-3,-507.3E-6,-2.138E-3,1.062E-3,2.999,2.998,2.998,3.003,2.999,2.593,3.001,2.999,711.8E-6,-2.476E-3,2.998,-6.332E-3,1.537E-3,911.1E-6,963.3E-6,-974.7E-6,2.999,114.5E-6,-2.713E-3,2.999,-20.58E-3,3.003,291.6E-3,2.999,3.002,2.999,-71.65E-6,-150.9E-6,-1.256E-3,-2.807E-3,2.995,2.675E-3,1.340,2.999,2.999,56.17E-6
24.40E-6,1.443E-3,2.461,-34.57E-3,2.999,2.998,2.999,3.000,2.998,2.998,2.998,3.000,2.999,2.999,3.001,2.999,3.001,3.000,979.5E-6,3.001,-286.2E-6,5.550E-3,2.989,1.095E-3,3.000,2.999,37.97E-3,-1.197E-3,2.997,3.073E-3,3.000,1.184E-3,-1.318E-3,1.106E-3,1.341E-3,-163.4E-6,1.887E-3,2.993,2.991,2.999,2.999,971.6E-6,2.999,5.115E-3,2.999,3.001
24.41E-6,2.999,2.999,3.002,2.541E-3,2.999,3.000,2.998,2.999,2.999,1.553E-3,-123.6E-6,17.66E-3,467.2E-6,-11.57E-3,1.164E-3,2.999,6.110E-3,2.999,-774.4E-6,-799.7E-6,559.7E-3,-703.9E-6,2.999,6.807E-3,-672.5E-6,568.3E-3,338.5E-6,-293.1E-6,3.001,-457.9E-6,3.001,3.000,3.000,3.003,2.999,404.7E-3,601.1E-6,2.999,989.1E-6,2.989,2.990,2.999,3.000,2.999,4.603E-3
24.41E-6,-371.5E-6,-23.31E-3,-1.710E-3,3.003,3.220,3.004,3.004,29.95E-3,3.004,3.003,3.004,3.005,3.003,2.966,3.005,2.987,3.004,-4.126E-3,2.995,-1.191E-3,3.026,11.36E-6,-1.244E-3,2.988,2.998,3.002,3.000,3.000,3.000,2.975,-2.404E-3,-1.177E-3,-4.951E-3,-2.295E-3,21.75E-3,3.023,2.990,812.5E-6,2.999,3.002,1.143E-3,2.999,-31.58E-3,2.999,3.000
24.42E-6,1.202E-3,2.999,3.002,2.999,2.999,3.001,3.002,2.999,2.998,2.999,3.000,2.999,3.000,3.016,3.003,3.002,2.999,2.999,2.996,2.999,19.26E-3,-24.41E-3,2.999,2.996,-2.865E-3,19.27E-3,-4.174E-3,1.358E-3,-633.6E-6,-934.5E-6,3.003,-1.857E-3,3.482E-3,3.003,2.998,3.603E-3,-545.0E-6,262.5E-6,-3.817E-3,3.002,3.001,3.000,3.000,3.001,-17.42E-3
24.42E-6,3.233E-3,2.997,172.0E-3,2.999,2.998,3.007,-8.460E-3,2.999,3.000,3.007,2.999,3.007,2.998,2.987,2.999,3.001,2.999,1.301E-3,2.994,-3.147E-3,3.001,-4.285E-3,130.1E-6,4.737E-3,3.004,2.998,2.999,-6.749E-3,2.999,2.998,1.094E-3,2.998,297.9E-6,3.000,13.69E-3,3.006,542.7E-6,3.002,2.999,1.621E-3,-143.0E-6,1.683E-3,2.999,3.001,-3.740E-3
24.42E-6,1.350E-3,2.999,3.000,2.998,2.998,881.7E-6,3.001,2.998,3.000,3.091,2.999,3.001,3.000,21.67E-3,3.000,2.999,3.001,3.002,3.000,-167.7E-6,-64.12E-6,3.000,2.990,2.997,7.066E-3,3.008,928.5E-6,2.998,-6.346E-3,2.977,1.620E-3,-683.9E-6,2.998,3.023,2.999,619.7E-6,3.003,3.000,3.000,2.999,3.002,2.998,-3.056E-3,2.562E-3,2.997
24.43E-6,2.995,3.001,3.001,-2.502E-3,3.001,2.981,-3.687E-3,3.001,-3.705E-3,2.985,2.993,22.49E-3,2.999,3.016,346.3E-6,2.996,10.06E-3,-1.578E-3,-2.870E-3,-1.982E-3,-2.900E-3,-3.559E-3,15.48E-3,-3.188E-3,-3.219E-3,830.3E-6,2.993,4.822E-3,2.999,24.63E-3,3.004,3.002,1.163E-3,3.004,3.001,2.991,-1.896E-3,2.996,-3.253E-3,636.7E-6,2.999,-3.380E-3,3.002,3.000,-2.611E-3
